;AutoSpike-32 ASCII File
;1
; Wave data Signal pse_L3_50mM_NaCl_01
; Rec. Factor 465.462670
; Sample rate 19200.0
; Format :<time> 	 <Value>
3.838021	-125
3.838073	-69
3.838125	-46
3.838177	-62
3.838229	-49
3.838281	-31
3.838333	-58
3.838385	-43
3.838437	-15
3.838490	-41
3.838542	-101
3.838594	-28
3.838646	47
3.838698	-70
3.838750	-91
3.838802	-7
3.838854	-6
3.838906	-99
3.838958	-81
3.839010	-66
3.839062	-69
3.839115	-53
3.839167	22
3.839219	-70
3.839271	-139
3.839323	-98
3.839375	-47
3.839427	-68
3.839479	-32
3.839531	-3
3.839583	-87
3.839635	-108
3.839687	20
3.839740	-25
3.839792	-100
3.839844	-49
3.839896	-38
3.839948	-71
3.840000	10
3.840052	25
3.840104	-51
3.840156	-84
3.840208	25
3.840260	7
3.840312	-58
3.840365	-7
3.840417	-17
3.840469	-12
3.840521	-12
3.840573	-1
3.840625	-66
3.840677	-117
3.840729	-31
3.840781	-13
3.840833	-108
3.840885	2
3.840937	-20
3.840990	-106
3.841042	-89
3.841094	-9
3.841146	-17
3.841198	-75
3.841250	-64
3.841302	-22
3.841354	-72
3.841406	-24
3.841458	48
3.841510	-82
3.841562	-84
3.841615	14
3.841667	-41
3.841719	-109
3.841771	12
3.841823	-83
3.841875	-66
3.841927	-39
3.841979	-31
3.842031	-20
3.842083	-36
3.842135	-1
3.842187	-21
3.842240	-141
3.842292	-118
3.842344	-67
3.842396	-6
3.842448	-65
3.842500	13
3.842552	-43
3.842604	-31
3.842656	21
3.842708	-28
3.842760	-91
3.842812	-26
3.842865	-2
3.842917	-21
3.842969	-72
3.843021	6
3.843073	12
3.843125	-89
3.843177	-14
3.843229	-79
3.843281	-57
3.843333	-55
3.843385	2
3.843437	-8
3.843490	-52
3.843542	-28
3.843594	-22
3.843646	-72
3.843698	-83
3.843750	1
3.843802	-77
3.843854	-94
3.843906	1
3.843958	-9
3.844010	-18
3.844062	-73
3.844115	6
3.844167	-64
3.844219	-60
3.844271	-40
3.844323	-57
3.844375	-122
3.844427	-44
3.844479	-50
3.844531	-86
3.844583	-22
3.844635	18
3.844687	-35
3.844740	-88
3.844792	19
3.844844	-49
3.844896	-78
3.844948	-23
3.845000	15
3.845052	-65
3.845104	-4
3.845156	20
3.845208	-84
3.845260	-64
3.845312	-40
3.845365	-66
3.845417	-89
3.845469	-35
3.845521	-33
3.845573	-55
3.845625	-101
3.845677	-5
3.845729	-50
3.845781	-127
3.845833	-21
3.845885	-16
3.845937	-31
3.845990	-75
3.846042	14
3.846094	-88
3.846146	-44
3.846198	11
3.846250	-35
3.846302	-83
3.846354	4
3.846406	4
3.846458	-37
3.846510	-64
3.846562	68
3.846615	-29
3.846667	-48
3.846719	-21
3.846771	-61
3.846823	-126
3.846875	-86
3.846927	-51
3.846979	-118
3.847031	-63
3.847083	-59
3.847135	-68
3.847187	-108
3.847240	-6
3.847292	38
3.847344	-55
3.847396	-63
3.847448	10
3.847500	-55
3.847552	-19
3.847604	6
3.847656	-52
3.847708	-121
3.847760	-31
3.847812	-12
3.847865	-1
3.847917	-72
3.847969	30
3.848021	1
3.848073	-28
3.848125	24
3.848177	-24
3.848229	-66
3.848281	-93
3.848333	2
3.848385	-77
3.848437	-118
3.848490	7
3.848542	0
3.848594	-60
3.848646	3
3.848698	35
3.848750	-53
3.848802	-66
3.848854	-5
3.848906	-28
3.848958	-40
3.849010	-17
3.849062	-29
3.849115	-14
3.849167	-16
3.849219	-4
3.849271	-95
3.849323	-123
3.849375	-24
3.849427	-42
3.849479	-124
3.849531	-34
3.849583	-34
3.849635	-125
3.849687	-73
3.849740	19
3.849792	-20
3.849844	-96
3.849896	12
3.849948	-30
3.850000	-78
3.850052	-71
3.850104	-13
3.850156	-22
3.850208	-41
3.850260	11
3.850312	-15
3.850365	-5
3.850417	50
3.850469	-34
3.850521	-84
3.850573	-95
3.850625	2
3.850677	-100
3.850729	-51
3.850781	2
3.850833	-38
3.850885	-78
3.850937	-50
3.850990	-17
3.851042	-48
3.851094	-3
3.851146	-8
3.851198	-39
3.851250	-84
3.851302	38
3.851354	-9
3.851406	-56
3.851458	-73
3.851510	29
3.851562	-10
3.851615	-83
3.851667	-17
3.851719	-53
3.851771	-111
3.851823	15
3.851875	-1
3.851927	-101
3.851979	-74
3.852031	7
3.852083	9
3.852135	-10
3.852187	-48
3.852240	-53
3.852292	-132
3.852344	-51
3.852396	-40
3.852448	-76
3.852500	-69
3.852552	-60
3.852604	-66
3.852656	-89
3.852708	-19
3.852760	14
3.852812	-64
3.852865	-35
3.852917	-10
3.852969	-96
3.853021	-80
3.853073	11
3.853125	-47
3.853177	-38
3.853229	17
3.853281	-36
3.853333	-87
3.853385	-79
3.853437	35
3.853490	-79
3.853542	-85
3.853594	-13
3.853646	-41
3.853698	-74
3.853750	-41
3.853802	30
3.853854	-11
3.853906	-55
3.853958	-17
3.854010	-19
3.854062	-89
3.854115	-7
3.854167	-36
3.854219	-35
3.854271	12
3.854323	24
3.854375	-69
3.854427	-76
3.854479	-38
3.854531	0
3.854583	-39
3.854635	-68
3.854687	3
3.854740	-68
3.854792	-76
3.854844	-7
3.854896	-79
3.854948	-143
3.855000	-13
3.855052	-98
3.855104	-127
3.855156	-52
3.855208	-14
3.855260	-34
3.855312	-80
3.855365	-67
3.855417	-97
3.855469	-88
3.855521	-78
3.855573	-61
3.855625	-16
3.855677	-65
3.855729	-14
3.855781	-37
3.855833	-52
3.855885	12
3.855937	-29
3.855990	-94
3.856042	-69
3.856094	30
3.856146	-93
3.856198	-85
3.856250	40
3.856302	-47
3.856354	-79
3.856406	-52
3.856458	24
3.856510	-58
3.856562	-70
3.856615	-16
3.856667	-5
3.856719	-116
3.856771	-61
3.856823	-79
3.856875	-112
3.856927	-54
3.856979	-46
3.857031	-100
3.857083	-91
3.857135	-61
3.857187	-30
3.857240	-97
3.857292	-50
3.857344	-90
3.857396	-51
3.857448	-19
3.857500	-9
3.857552	-61
3.857604	-74
3.857656	-1
3.857708	-32
3.857760	-64
3.857812	-32
3.857865	-28
3.857917	-81
3.857969	-89
3.858021	-60
3.858073	-74
3.858125	-80
3.858177	29
3.858229	-1
3.858281	-47
3.858333	57
3.858385	11
3.858437	-58
3.858490	-66
3.858542	16
3.858594	-65
3.858646	-89
3.858698	26
3.858750	-12
3.858802	-39
3.858854	-11
3.858906	-38
3.858958	-70
3.859010	-102
3.859062	43
3.859115	-38
3.859167	-77
3.859219	-61
3.859271	-33
3.859323	-127
3.859375	-82
3.859427	-30
3.859479	-62
3.859531	-68
3.859583	22
3.859635	-60
3.859687	-105
3.859740	-72
3.859792	-6
3.859844	-34
3.859896	-96
3.859948	-36
3.860000	-49
3.860052	-101
3.860104	-21
3.860156	-46
3.860208	-148
3.860260	-22
3.860312	6
3.860365	-34
3.860417	-52
3.860469	19
3.860521	-68
3.860573	-68
3.860625	-23
3.860677	-4
3.860729	-16
3.860781	-42
3.860833	29
3.860885	-33
3.860937	-23
3.860990	60
3.861042	-22
3.861094	-67
3.861146	-42
3.861198	6
3.861250	-78
3.861302	-46
3.861354	7
3.861406	-42
3.861458	-84
3.861510	5
3.861562	2
3.861615	-72
3.861667	-7
3.861719	11
3.861771	-100
3.861823	-64
3.861875	-49
3.861927	-39
3.861979	-105
3.862031	-63
3.862083	-14
3.862135	-93
3.862187	-5
3.862240	-12
3.862292	-61
3.862344	-74
3.862396	-41
3.862448	-45
3.862500	-72
3.862552	-72
3.862604	24
3.862656	-64
3.862708	-84
3.862760	31
3.862812	-13
3.862865	-66
3.862917	-56
3.862969	-32
3.863021	-60
3.863073	-76
3.863125	57
3.863177	-38
3.863229	-50
3.863281	-29
3.863333	2
3.863385	-82
3.863437	-36
3.863490	-20
3.863542	-42
3.863594	-77
3.863646	-24
3.863698	-15
3.863750	-108
3.863802	-67
3.863854	-11
3.863906	-71
3.863958	-78
3.864010	-5
3.864062	-25
3.864115	-72
3.864167	-9
3.864219	-4
3.864271	-123
3.864323	-11
3.864375	-35
3.864427	-93
3.864479	-43
3.864531	-9
3.864583	-54
3.864635	-74
3.864687	-27
3.864740	29
3.864792	-59
3.864844	-90
3.864896	-20
3.864948	-64
3.865000	-138
3.865052	-24
3.865104	-19
3.865156	-46
3.865208	55
3.865260	20
3.865312	-90
3.865365	-72
3.865417	-8
3.865469	-53
3.865521	-68
3.865573	-25
3.865625	19
3.865677	-60
3.865729	-34
3.865781	16
3.865833	-36
3.865885	-93
3.865937	-19
3.865990	-56
3.866042	-99
3.866094	-24
3.866146	2
3.866198	-98
3.866250	-39
3.866302	-13
3.866354	-93
3.866406	-101
3.866458	8
3.866510	-29
3.866562	-53
3.866615	6
3.866667	-9
3.866719	-69
3.866771	-50
3.866823	24
3.866875	-22
3.866927	-59
3.866979	-7
3.867031	23
3.867083	-58
3.867135	-53
3.867187	10
3.867240	-59
3.867292	-54
3.867344	-18
3.867396	-68
3.867448	-83
3.867500	11
3.867552	-20
3.867604	-76
3.867656	-86
3.867708	14
3.867760	-16
3.867812	-71
3.867865	-73
3.867917	-20
3.867969	-99
3.868021	-35
3.868073	41
3.868125	-68
3.868177	-50
3.868229	-12
3.868281	-18
3.868333	-97
3.868385	-39
3.868437	-64
3.868490	-75
3.868542	-82
3.868594	-18
3.868646	-95
3.868698	-113
3.868750	-31
3.868802	-60
3.868854	-135
3.868906	-53
3.868958	-42
3.869010	-19
3.869062	-34
3.869115	47
3.869167	-58
3.869219	-100
3.869271	-119
3.869323	-36
3.869375	-107
3.869427	-32
3.869479	23
3.869531	-54
3.869583	-24
3.869635	10
3.869687	-56
3.869740	-46
3.869792	-28
3.869844	15
3.869896	-21
3.869948	-26
3.870000	40
3.870052	-48
3.870104	-61
3.870156	-13
3.870208	-37
3.870260	-40
3.870312	-32
3.870365	-60
3.870417	-56
3.870469	-65
3.870521	0
3.870573	-3
3.870625	-97
3.870677	-87
3.870729	-24
3.870781	-3
3.870833	-86
3.870885	-38
3.870937	-72
3.870990	-106
3.871042	-37
3.871094	-33
3.871146	-30
3.871198	30
3.871250	11
3.871302	-35
3.871354	-63
3.871406	-18
3.871458	-43
3.871510	-59
3.871562	26
3.871615	-55
3.871667	-105
3.871719	-4
3.871771	27
3.871823	-68
3.871875	-54
3.871927	14
3.871979	-57
3.872031	-135
3.872083	-97
3.872135	-48
3.872187	-56
3.872240	-95
3.872292	10
3.872344	-39
3.872396	-144
3.872448	-22
3.872500	-76
3.872552	-16
3.872604	4
3.872656	-12
3.872708	-116
3.872760	-73
3.872812	-26
3.872865	-128
3.872917	-105
3.872969	-27
3.873021	-11
3.873073	-59
3.873125	-96
3.873177	2
3.873229	-93
3.873281	-142
3.873333	-14
3.873385	0
3.873437	-108
3.873490	0
3.873542	-35
3.873594	-72
3.873646	-76
3.873698	27
3.873750	-36
3.873802	-85
3.873854	24
3.873906	27
3.873958	-38
3.874010	-54
3.874062	-52
3.874115	-57
3.874167	-100
3.874219	-13
3.874271	-83
3.874323	-99
3.874375	-26
3.874427	-38
3.874479	-60
3.874531	-27
3.874583	1
3.874635	-38
3.874687	-96
3.874740	-24
3.874792	-16
3.874844	-61
3.874896	-38
3.874948	-74
3.875000	-63
3.875052	-104
3.875104	1
3.875156	-29
3.875208	-28
3.875260	38
3.875312	-13
3.875365	-69
3.875417	-57
3.875469	-35
3.875521	-94
3.875573	-65
3.875625	-36
3.875677	-67
3.875729	-131
3.875781	-68
3.875833	-63
3.875885	-105
3.875937	-23
3.875990	43
3.876042	-40
3.876094	-72
3.876146	26
3.876198	6
3.876250	-55
3.876302	-19
3.876354	-1
3.876406	-66
3.876458	-115
3.876510	54
3.876562	-18
3.876615	-49
3.876667	-8
3.876719	-35
3.876771	-87
3.876823	-91
3.876875	-63
3.876927	-98
3.876979	-58
3.877031	4
3.877083	-26
3.877135	-131
3.877187	-9
3.877240	-28
3.877292	-76
3.877344	-72
3.877396	-20
3.877448	-76
3.877500	-64
3.877552	21
3.877604	2
3.877656	-66
3.877708	-64
3.877760	29
3.877812	-95
3.877865	-30
3.877917	-38
3.877969	-32
3.878021	-114
3.878073	17
3.878125	-30
3.878177	-40
3.878229	-60
3.878281	-4
3.878333	-62
3.878385	-107
3.878437	-44
3.878490	-66
3.878542	-97
3.878594	-103
3.878646	20
3.878698	14
3.878750	-40
3.878802	10
3.878854	-3
3.878906	-133
3.878958	-72
3.879010	-14
3.879062	-109
3.879115	-41
3.879167	42
3.879219	-71
3.879271	-147
3.879323	2
3.879375	-94
3.879427	-54
3.879479	-13
3.879531	-43
3.879583	-74
3.879635	-74
3.879687	-49
3.879740	-49
3.879792	-97
3.879844	9
3.879896	28
3.879948	-75
3.880000	-19
3.880052	32
3.880104	-36
3.880156	-83
3.880208	30
3.880260	9
3.880312	-34
3.880365	-19
3.880417	-8
3.880469	-55
3.880521	-54
3.880573	27
3.880625	-37
3.880677	-61
3.880729	-37
3.880781	-38
3.880833	-81
3.880885	-44
3.880937	6
3.880990	-55
3.881042	-117
3.881094	21
3.881146	-58
3.881198	-65
3.881250	4
3.881302	-25
3.881354	-71
3.881406	-6
3.881458	7
3.881510	-6
3.881562	-35
3.881615	39
3.881667	-61
3.881719	-48
3.881771	-12
3.881823	-56
3.881875	-124
3.881927	-77
3.881979	-31
3.882031	-68
3.882083	-139
3.882135	-35
3.882187	-33
3.882240	-77
3.882292	-13
3.882344	-2
3.882396	-67
3.882448	-104
3.882500	13
3.882552	-110
3.882604	-70
3.882656	43
3.882708	23
3.882760	-79
3.882812	-82
3.882865	51
3.882917	-45
3.882969	-96
3.883021	2
3.883073	-30
3.883125	-145
3.883177	-21
3.883229	-4
3.883281	-62
3.883333	-29
3.883385	29
3.883437	12
3.883490	-76
3.883542	-59
3.883594	-39
3.883646	-88
3.883698	-49
3.883750	-38
3.883802	-130
3.883854	-88
3.883906	-5
3.883958	-40
3.884010	-110
3.884062	-6
3.884115	-10
3.884167	-42
3.884219	8
3.884271	12
3.884323	-95
3.884375	-89
3.884427	-4
3.884479	-52
3.884531	-43
3.884583	35
3.884635	-40
3.884687	-126
3.884740	-76
3.884792	6
3.884844	-16
3.884896	-38
3.884948	-2
3.885000	-70
3.885052	-66
3.885104	-64
3.885156	-21
3.885208	-112
3.885260	-33
3.885312	-16
3.885365	-40
3.885417	-92
3.885469	0
3.885521	-20
3.885573	-125
3.885625	-88
3.885677	-5
3.885729	-116
3.885781	-52
3.885833	28
3.885885	7
3.885937	-44
3.885990	-85
3.886042	14
3.886094	-103
3.886146	-75
3.886198	13
3.886250	-81
3.886302	-79
3.886354	39
3.886406	10
3.886458	-34
3.886510	-59
3.886562	-66
3.886615	-51
3.886667	-66
3.886719	-20
3.886771	-70
3.886823	-120
3.886875	-40
3.886927	-10
3.886979	-87
3.887031	-78
3.887083	-69
3.887135	-123
3.887187	-157
3.887240	-51
3.887292	7
3.887344	-43
3.887396	31
3.887448	34
3.887500	-58
3.887552	-85
3.887604	-37
3.887656	-3
3.887708	-74
3.887760	-16
3.887812	59
3.887865	-22
3.887917	-92
3.887969	-15
3.888021	-65
3.888073	-82
3.888125	-51
3.888177	-35
3.888229	-119
3.888281	-44
3.888333	-12
3.888385	-58
3.888437	-76
3.888490	-5
3.888542	-56
3.888594	-98
3.888646	-17
3.888698	3
3.888750	-90
3.888802	-16
3.888854	1
3.888906	-74
3.888958	-92
3.889010	62
3.889062	-46
3.889115	-10
3.889167	-15
3.889219	-10
3.889271	-74
3.889323	-45
3.889375	-40
3.889427	-79
3.889479	-39
3.889531	17
3.889583	-23
3.889635	-56
3.889687	-85
3.889740	-41
3.889792	-93
3.889844	-133
3.889896	-46
3.889948	-76
3.890000	-78
3.890052	-22
3.890104	19
3.890156	-51
3.890208	-95
3.890260	32
3.890312	-49
3.890365	-57
3.890417	8
3.890469	-55
3.890521	-69
3.890573	4
3.890625	17
3.890677	-20
3.890729	-97
3.890781	-9
3.890833	-134
3.890885	-64
3.890937	-1
3.890990	20
3.891042	15
3.891094	-11
3.891146	5
3.891198	-68
3.891250	-110
3.891302	11
3.891354	-24
3.891406	-62
3.891458	-70
3.891510	36
3.891562	-58
3.891615	-65
3.891667	0
3.891719	-78
3.891771	-59
3.891823	-43
3.891875	-91
3.891927	-115
3.891979	-74
3.892031	-59
3.892083	-98
3.892135	-74
3.892187	48
3.892240	-82
3.892292	-101
3.892344	-78
3.892396	-44
3.892448	-16
3.892500	-61
3.892552	23
3.892604	-59
3.892656	-54
3.892708	-12
3.892760	-63
3.892812	-64
3.892865	-89
3.892917	-50
3.892969	-103
3.893021	-47
3.893073	26
3.893125	-62
3.893177	-103
3.893229	45
3.893281	20
3.893333	-53
3.893385	-81
3.893437	1
3.893490	-40
3.893542	-11
3.893594	67
3.893646	-20
3.893698	-76
3.893750	-78
3.893802	-34
3.893854	-134
3.893906	-55
3.893958	44
3.894010	-27
3.894062	-89
3.894115	56
3.894167	-5
3.894219	-113
3.894271	-21
3.894323	-15
3.894375	-111
3.894427	-53
3.894479	23
3.894531	-18
3.894583	-127
3.894635	-24
3.894687	10
3.894740	-19
3.894792	-53
3.894844	-15
3.894896	-23
3.894948	-82
3.895000	-15
3.895052	-68
3.895104	-104
3.895156	-64
3.895208	1
3.895260	-23
3.895312	-96
3.895365	-28
3.895417	-73
3.895469	-81
3.895521	-42
3.895573	-50
3.895625	-91
3.895677	-28
3.895729	11
3.895781	-47
3.895833	-83
3.895885	8
3.895937	-18
3.895990	-51
3.896042	-8
3.896094	12
3.896146	-87
3.896198	-38
3.896250	36
3.896302	-74
3.896354	-43
3.896406	-36
3.896458	-33
3.896510	-44
3.896562	-80
3.896615	-25
3.896667	-44
3.896719	-26
3.896771	-3
3.896823	-64
3.896875	-54
3.896927	-66
3.896979	-99
3.897031	-94
3.897083	11
3.897135	-16
3.897187	-92
3.897240	-89
3.897292	-5
3.897344	-43
3.897396	-95
3.897448	-25
3.897500	16
3.897552	-58
3.897604	-48
3.897656	-22
3.897708	-82
3.897760	-68
3.897812	35
3.897865	-40
3.897917	-80
3.897969	-27
3.898021	-15
3.898073	-82
3.898125	-75
3.898177	-19
3.898229	-47
3.898281	-105
3.898333	-11
3.898385	0
3.898437	-66
3.898490	-67
3.898542	5
3.898594	-67
3.898646	-47
3.898698	-10
3.898750	-41
3.898802	-97
3.898854	5
3.898906	-16
3.898958	-76
3.899010	-19
3.899062	60
3.899115	2
3.899167	-34
3.899219	37
3.899271	-58
3.899323	-78
3.899375	-33
3.899427	4
3.899479	-20
3.899531	-95
3.899583	34
3.899635	31
3.899687	-7
3.899740	4
3.899792	-34
3.899844	-56
3.899896	-35
3.899948	1
3.900000	-41
3.900052	-73
3.900104	-33
3.900156	-51
3.900208	-76
3.900260	-26
3.900312	-9
3.900365	-67
3.900417	7
3.900469	-14
3.900521	-7
3.900573	-55
3.900625	-15
3.900677	-35
3.900729	-66
3.900781	-76
3.900833	-1
3.900885	-66
3.900937	-69
3.900990	-43
3.901042	-32
3.901094	-71
3.901146	-30
3.901198	59
3.901250	-100
3.901302	-122
3.901354	-54
3.901406	-63
3.901458	-108
3.901510	-13
3.901562	-37
3.901615	-77
3.901667	-15
3.901719	33
3.901771	-50
3.901823	-55
3.901875	-4
3.901927	-16
3.901979	-122
3.902031	-25
3.902083	30
3.902135	-89
3.902187	-67
3.902240	-34
3.902292	-50
3.902344	-115
3.902396	-18
3.902448	-51
3.902500	-85
3.902552	-27
3.902604	-56
3.902656	-71
3.902708	-76
3.902760	-19
3.902812	-33
3.902865	-46
3.902917	32
3.902969	1
3.903021	-89
3.903073	-6
3.903125	77
3.903177	3
3.903229	-104
3.903281	-10
3.903333	13
3.903385	-67
3.903437	-43
3.903490	13
3.903542	-35
3.903594	-30
3.903646	4
3.903698	-85
3.903750	-80
3.903802	16
3.903854	-39
3.903906	-60
3.903958	-8
3.904010	-19
3.904062	-83
3.904115	-54
3.904167	-44
3.904219	-90
3.904271	-118
3.904323	-52
3.904375	-11
3.904427	-73
3.904479	-58
3.904531	-3
3.904583	-70
3.904635	-90
3.904687	-15
3.904740	20
3.904792	-75
3.904844	-26
3.904896	42
3.904948	-21
3.905000	-67
3.905052	15
3.905104	-95
3.905156	-45
3.905208	10
3.905260	-4
3.905312	-31
3.905365	-83
3.905417	-37
3.905469	-101
3.905521	-28
3.905573	25
3.905625	-48
3.905677	-62
3.905729	-50
3.905781	-11
3.905833	-115
3.905885	-33
3.905937	3
3.905990	-105
3.906042	-88
3.906094	23
3.906146	-53
3.906198	-112
3.906250	-76
3.906302	-7
3.906354	-70
3.906406	-70
3.906458	-6
3.906510	-63
3.906562	-69
3.906615	-16
3.906667	-25
3.906719	-110
3.906771	-53
3.906823	13
3.906875	-41
3.906927	-5
3.906979	51
3.907031	-66
3.907083	-52
3.907135	-54
3.907187	-41
3.907240	-124
3.907292	-25
3.907344	55
3.907396	-30
3.907448	-101
3.907500	19
3.907552	-97
3.907604	-131
3.907656	-74
3.907708	6
3.907760	-66
3.907812	-56
3.907865	3
3.907917	-40
3.907969	-4
3.908021	25
3.908073	19
3.908125	-35
3.908177	-20
3.908229	39
3.908281	-83
3.908333	-101
3.908385	-39
3.908437	-47
3.908490	-29
3.908542	-43
3.908594	5
3.908646	-46
3.908698	4
3.908750	-10
3.908802	-27
3.908854	-87
3.908906	-45
3.908958	-148
3.909010	-129
3.909062	-105
3.909115	36
3.909167	-43
3.909219	-44
3.909271	41
3.909323	5
3.909375	-89
3.909427	-64
3.909479	-3
3.909531	-55
3.909583	-49
3.909635	0
3.909687	-52
3.909740	-85
3.909792	-58
3.909844	-70
3.909896	-149
3.909948	-66
3.910000	18
3.910052	-6
3.910104	-80
3.910156	-11
3.910208	-85
3.910260	-88
3.910312	9
3.910365	28
3.910417	-84
3.910469	-26
3.910521	-55
3.910573	-71
3.910625	-65
3.910677	-4
3.910729	-74
3.910781	-68
3.910833	-11
3.910885	-23
3.910937	-55
3.910990	-75
3.911042	-13
3.911094	-37
3.911146	-85
3.911198	-54
3.911250	-49
3.911302	-72
3.911354	-52
3.911406	5
3.911458	-89
3.911510	-94
3.911562	-2
3.911615	-24
3.911667	-109
3.911719	-36
3.911771	-69
3.911823	-75
3.911875	-21
3.911927	40
3.911979	-27
3.912031	-108
3.912083	5
3.912135	-16
3.912187	-67
3.912240	-65
3.912292	-36
3.912344	-137
3.912396	-114
3.912448	-20
3.912500	-53
3.912552	-49
3.912604	3
3.912656	3
3.912708	-39
3.912760	-55
3.912812	-2
3.912865	-17
3.912917	-26
3.912969	13
3.913021	-49
3.913073	-112
3.913125	-23
3.913177	54
3.913229	-76
3.913281	-49
3.913333	35
3.913385	-95
3.913437	-168
3.913490	-33
3.913542	-30
3.913594	-69
3.913646	-22
3.913698	-36
3.913750	-49
3.913802	-66
3.913854	18
3.913906	-74
3.913958	-91
3.914010	-50
3.914062	20
3.914115	-22
3.914167	-32
3.914219	1
3.914271	-52
3.914323	-35
3.914375	-16
3.914427	-38
3.914479	-71
3.914531	-27
3.914583	-22
3.914635	-76
3.914687	2
3.914740	4
3.914792	-55
3.914844	-66
3.914896	-35
3.914948	-20
3.915000	-22
3.915052	-29
3.915104	13
3.915156	-37
3.915208	-91
3.915260	-3
3.915312	5
3.915365	-106
3.915417	-6
3.915469	11
3.915521	-102
3.915573	-111
3.915625	14
3.915677	-60
3.915729	-75
3.915781	-35
3.915833	-52
3.915885	-123
3.915937	-31
3.915990	11
3.916042	-93
3.916094	-33
3.916146	0
3.916198	-74
3.916250	-77
3.916302	-48
3.916354	-35
3.916406	-124
3.916458	-107
3.916510	31
3.916562	-67
3.916615	-56
3.916667	-34
3.916719	-66
3.916771	-26
3.916823	28
3.916875	-40
3.916927	-74
3.916979	-60
3.917031	52
3.917083	-78
3.917135	-119
3.917187	-17
3.917240	-5
3.917292	-25
3.917344	-44
3.917396	19
3.917448	-89
3.917500	-85
3.917552	-3
3.917604	-45
3.917656	-58
3.917708	2
3.917760	9
3.917812	-85
3.917865	-93
3.917917	18
3.917969	-42
3.918021	-55
3.918073	28
3.918125	-2
3.918177	-44
3.918229	-78
3.918281	0
3.918333	-53
3.918385	-109
3.918437	16
3.918490	-46
3.918542	-99
3.918594	-38
3.918646	-47
3.918698	-42
3.918750	-86
3.918802	-2
3.918854	-63
3.918906	-87
3.918958	-29
3.919010	-40
3.919062	-30
3.919115	5
3.919167	-5
3.919219	-54
3.919271	-123
3.919323	-65
3.919375	-59
3.919427	-63
3.919479	-81
3.919531	-64
3.919583	-80
3.919635	-24
3.919687	6
3.919740	-56
3.919792	-40
3.919844	40
3.919896	-46
3.919948	-96
3.920000	-38
3.920052	-15
3.920104	-76
3.920156	-115
3.920208	-24
3.920260	-49
3.920312	-83
3.920365	-15
3.920417	-4
3.920469	-104
3.920521	-61
3.920573	29
3.920625	-31
3.920677	-89
3.920729	8
3.920781	-32
3.920833	-31
3.920885	-47
3.920937	-39
3.920990	-75
3.921042	-29
3.921094	-18
3.921146	-25
3.921198	-93
3.921250	-56
3.921302	-47
3.921354	-113
3.921406	-51
3.921458	-56
3.921510	-17
3.921562	-60
3.921615	3
3.921667	-85
3.921719	-99
3.921771	-29
3.921823	-8
3.921875	-69
3.921927	-37
3.921979	-53
3.922031	-84
3.922083	-72
3.922135	33
3.922187	-50
3.922240	-98
3.922292	-19
3.922344	-26
3.922396	-38
3.922448	18
3.922500	34
3.922552	-46
3.922604	-64
3.922656	-66
3.922708	-57
3.922760	-140
3.922812	-83
3.922865	25
3.922917	-64
3.922969	-45
3.923021	25
3.923073	-21
3.923125	-53
3.923177	2
3.923229	-32
3.923281	-84
3.923333	-62
3.923385	-14
3.923437	-79
3.923490	-78
3.923542	-41
3.923594	-113
3.923646	-111
3.923698	-33
3.923750	-52
3.923802	-154
3.923854	-108
3.923906	-5
3.923958	-96
3.924010	-104
3.924062	-11
3.924115	-27
3.924167	-29
3.924219	-50
3.924271	23
3.924323	-22
3.924375	-45
3.924427	-69
3.924479	-72
3.924531	-59
3.924583	-25
3.924635	6
3.924687	-67
3.924740	-44
3.924792	-20
3.924844	-63
3.924896	-76
3.924948	-56
3.925000	-95
3.925052	-101
3.925104	-15
3.925156	-24
3.925208	-68
3.925260	-44
3.925312	-8
3.925365	-77
3.925417	-59
3.925469	-58
3.925521	7
3.925573	-53
3.925625	-62
3.925677	-1
3.925729	-32
3.925781	-85
3.925833	23
3.925885	-20
3.925937	-76
3.925990	-66
3.926042	44
3.926094	-27
3.926146	-32
3.926198	28
3.926250	-52
3.926302	-68
3.926354	-17
3.926406	-18
3.926458	-56
3.926510	-17
3.926562	13
3.926615	-68
3.926667	-75
3.926719	-4
3.926771	-92
3.926823	-85
3.926875	-16
3.926927	-54
3.926979	-94
3.927031	-11
3.927083	6
3.927135	-82
3.927187	-79
3.927240	47
3.927292	-30
3.927344	-88
3.927396	-35
3.927448	-30
3.927500	-64
3.927552	-37
3.927604	19
3.927656	-81
3.927708	-74
3.927760	-30
3.927812	-39
3.927865	-51
3.927917	-5
3.927969	11
3.928021	-25
3.928073	-49
3.928125	-24
3.928177	-57
3.928229	-87
3.928281	-70
3.928333	-53
3.928385	-57
3.928437	5
3.928490	66
3.928542	-69
3.928594	-68
3.928646	-31
3.928698	-42
3.928750	-115
3.928802	-65
3.928854	-92
3.928906	-50
3.928958	-31
3.929010	-31
3.929062	-17
3.929115	-74
3.929167	24
3.929219	-21
3.929271	-74
3.929323	1
3.929375	-32
3.929427	-32
3.929479	-65
3.929531	-33
3.929583	-24
3.929635	-96
3.929687	12
3.929740	20
3.929792	-61
3.929844	-81
3.929896	21
3.929948	-94
3.930000	-122
3.930052	14
3.930104	-63
3.930156	-47
3.930208	-25
3.930260	21
3.930312	-32
3.930365	-98
3.930417	-14
3.930469	-69
3.930521	-77
3.930573	-21
